"publishedDate","title","text","rating"
"2013-06-16","Un clasico","Como siempre un clasico para hacer una pasada y salir con un sabroso café y algo rico para ir comiendo en el camino","4"
"2013-06-16","Coffee in the USA isn't very good","I didn't like the cofffee in the USA at all, and even Starbucks espresso wasn't much better. It is just so weak, have to order like three extra shots of espresso to make it worlthwhile ","1"
"2013-06-12","me encanta!","me fascina starbucks! tooodos los cafes son excelentes! los calientes, los frappes los chocolates! ahora que estuve en nueva york fui feliz porque habia por todos lados! el personal siempre amable, lugar limpio, normalmente tienes que esperar un poco, u si bien como dicen algunos el cafe es un poco caro, bien lo vale!","5"
"2013-06-09","A cada esquina... o seu Starbucks de sempre","Ótima parada para um xixi em banheiro limpinho. Um bom café, delicioso banana loaf e internet wifi grátis. Ótima parada! A toda hora.","4"
"2013-06-05","Café succulent!","J'aime l'ambiance, le café est délicieux, les desserts sont excellents mais il manque de place pour s'assoir.","5"
"2013-06-03","Immer ein Genuss!","Starbucks ist überall einfach fantastisch. Man hat die gleichen Produkte. Wenn man einmal in einem Starbucks war kennt man sich aus- das gibt Sicherheit! Die Auswahl ist gross und die Bedienung ist schnell und prompt.","5"
"2013-05-21","A tous les 100 m","Pas difficile de trouver un Starbucks à NY : il y en a tous les 100 m. Comparé à la France, j'ai préféré leur concept de salle avec de grandes tables en bois, plus conviviales. Par contre je trouve qu'il y a plus de choix en France au niveau nourriture. 
Le plus également, ce sont les connexions internet qui sont super bien. Avec mes ados, j'avais le temps de me reposer un peu avec un café et un muffing alors qu'eux surfaient sur internet.","4"
"2013-05-19","Un must a NY","Non è la classica pasticceria italiana, ma permette di fare una buona colazione negli USA.
Ottimi muffin e brownies.","4"
"2013-05-16","Colazione quotidiana","Quando sono negli Stati Uniti raramente mi pongo il problema di dove fare colazione: vado direttamente da Starbucks. Dopo i primi momenti di incertezza (""com'è possibile bere un caffè diverso da quello italiano?!"") e messi da parte i pregiudizi, sono diventata dipendente dal cafè moka, ovviamente with cream e a cui aggiungo anche cacao in polvere, giusto per non farsi mancare niente. Buonissimi anche il caramel macchiato, forse però un pò troppo dolce, e l'hazelnut macchiato.
Per completare in bellezza, dolcetti di rice crispies, muffins giganti, chocolate chunk cookies esagerati, shortbreads al cioccolato e tanti altri dolci della tradizione americana. Duemila calorie che verranno comunque poi smaltite durante la giornata in giro per la città!
Prezzi altini per una colazione ma non ci rinuncerei mai!!!","4"
"2013-05-11","POUR SE SENTIR AMERICAIN...","Au cours d'un voyage, il est bon de partager les cultures du pays visité !,... et nous n'y avons pas coupé, surtout avec des jeunes.
Les boissons sont correctes, le chocolat a été plus particulièrement apprécié. Les pâtisseries sont délicieuses. 
Nous sommes revenus avec la tasse collector de New york, of course !","4"
"2013-04-23","Só vale pela internet","Tem mais apelo visual e de marketing do que qualidade. A principal atração é a internet free que facilita a vida de quem está em viagem e não que gastar. O sistema de atendimento de pagamento prévio e identificar seu lanche com o seu nome é coisa do passado. O preço é alto e o atendimento nada cordial, pelo menos na loja da oitava avenida. Ha lugares muito melhores com o mesmo proposito.","3"
"2013-04-15","The all time best coffee","I always like their coffee and always will...so it's no surprise that i likes the one i Times Square as well...especially in the chilly weather.","5"
"2013-04-14","My fav","I'm at Starbucks almost daily I have their card on my phone which makes it really easy, plus I get freebies regularly.","5"
"2013-04-13","Cheio","Sempre cheia e por isso um pouco difícil de conseguir lugar para sentar.
O serviço é padrão para todas as lojas,inclusive Brasil.","4"
"2013-04-11","Mejor en España","Son igual que en España, y aunque te encuentras uno en cada esquina casi no hay donde sentarse, cosa que se agradecería después de una pateada por la ciudad","3"
"2013-03-28","quando non sei in italia è uno dei pochi posti decenti in cui fare colazione","per noi italiani è l'unica soluzione per fare una buona colazione quando siamo all'estero  white chocolate mocha ed il mio preferito  chocolate chunk cookie le prime 1000 calorie per iniziare la giornata xD","5"
"2013-03-27","Mi manca","Tutte le mattine facevamo colazione da Starbucks,classica atmosfera, cclassico cibo e classiche bevande americane","5"
"2013-03-26","Café, café e mais café","Não tem nada mais novaiorquino que sair andando pelas ruas tomando um dos cafés da Starbucks. O ""double"" expresso é ótimo!!","5"
"2013-03-24","ottimo","ancora di salvezza a New york se avevate come me un hotel dove non funzionava il wi fi. Qui potete tranquillamente sorseggiare un cappuccino, mangiare un'ottima brioche calda e collegarvi gratuitamente con l'ipad. Quando fuori è freddo, piove, avete i piedi gelati e siete stremati dalle lunghe camminate, starbucks è davvero un'oasi di tranquillità. Rispetto a quello che gli alberghi della zona si fanno pagare la prima colazione non è assolutamente caro. Con la stessa cifra chiesta dall'albergo (15 dollari più tasse) noi facevamo colazione in due comodamente seduti al tavolo. consiglio anche le focacce salate (calde)","5"
"2013-03-23","hay uno en cada esquina","sin duda el mejor café y un lugar agradable, tienes internet libre y lugar para conectar tu lap top o cualquier otro dispositivo. un cafe cuesta entre $2 y $4 dolares. la bolleria es buena, en especial el apple friter y los sandwiches tambien estan en el rango de normal a bueno","5"
"2013-03-17","Everyday treat","Had starbucks everyday was our treat to start a day of lots of walking around and sightseeing! It wasn't perfect everytime but the flavoured coffees are delicious and I do miss that everyday yummy coffee! ","4"
"2013-03-15","Nella media","Il caffè non è un granchè,i dolci sono abbastanza buoni ma i prezzi sono decisamente alti!!Si possono trovare bar decisamente migliori a New York!","3"
"2013-02-17","Breakfast only review","I love the Starbuck which is located on the lower level of  the main building in Rockefeller Center.  It is a great place to have a nice cup of coffee in a comfortable setting.  At times your will see some NBC celebrities walk by.  

The coffee and the pastries a fine.  The new breakfast offerings in my opinion are a don't bother.  The oatmeal is watery and tasteless.  The cheddar sausage sandwich is served on a limp uncooked English muffin with prefab eggs, minimal cheese and indifferent sausage.  

The item that really tipped this review downward was the bottled organic Tazo tea.  It was in what appeared to be a single serving container of 13.8 oz and was listed as having 70 calories and 18 grams of sugar.  After I purchased the item,  I noted the label stated there were two serving in the bottle.  I consider this labeling to be somewhat misleading, considering the size of the bottle and the fact that one would consider a one serving portion to be around 12 oz.","2"
"2013-02-13","Daily StarBucks in New York City","We got one of those Iced kenya drip coffees daily in New York for energy and a little kick.  Fantastic idea.  It was cold outside but we still go iced coffees.","5"
"2013-02-03","Our New York Staple","We had a Starbucks outside our Hotel and were regular visitors, at least once a day! This one had 2 queues which was ideal at busy times, breakfast and early evening. Despite being in Times Square and rammed every time we went, we were always able to eat/drink in if we chose. The staff were very friendly and accomodating.","4"
"2013-01-28","Che colazioni","Ce n era uno  in ogni angolo fanno delke colazioni e dei bronchi fantastici ci tornò sicuro .cappuccini di tutti i tipi torte fatte in casa da urlo , cibi anche indiani ottimi .cu si poteva sedere con il pc e fare colazione grandioso ","5"
"2013-01-20","Service with a NYC Smile Each Morning","Great atmosphere as the staff cope with delivering caffeine to the masses in Times Square! Do the Peach & Raspberry Parfait!","4"
"2013-01-16","Show","Um ugar onde eu me sentia em casa, com o pessoal trabalhando impecavelmente, com um padrao de qualidade excepcional, tudo era bom. Tomava café da manhã todo dia em um deles, alternando para confirmar a qualidade do serviço. Tudo era muito bom, limpos, os banheiros mesmo sendo usados por todos eram conservados e estavam sempre prontos para serem usados. Comida boa, farta e por um preço legal. Recomendo um em qualquer lugar que voce ver uma placa Starbucks.","5"
"2013-01-10","Yum","Skinny peppermint mocha tasted wonderful on a cold rainy day. Only a few seats just like most of New York. Small but good coffee. The lemon bar and the gingerbread were also really good. The staff was full of personality too!","4"
"2013-01-10","Rest and Frappuccino","The kids wanted to cool down with a Starbucks and we wanted to hook ourselves online and rest our feet. Whilst they had the recommended special Frappuccino which the staff member assured they would like and seems to have discounted the price, we just rested for a moment before we strided again the streets of New York.","4"
"2013-01-04","nice place to go to be with people","I used the Starbucks just at the end of the street... 63rd and Columbus? or Broadway.  I don't think there is ever a time when it isn't busy.  I emailed from there.  Nice seats and a plug in.  does it get any better?  Lots happening in there if you are into watching people.  I saw a Centennial plaid shirt! (of course I talked to him about his shirt)","5"
"2013-01-01","普通的星巴克店","在时代广场南，broadway跟41街十字路口处。位置很好，走累了进来休息一下很舒服。推荐peppermint chocolate，冬天来上一杯感觉很好。座位还算比较多，当然人也多。有无线网络，卫生间一直有人排队。","4"
"2012-12-31","Nuestro desayuno diario","Hay locales por toda la ciudad. Es un excelente lugar para desayunar pero NO lo es si estás apurado por comenzar el día, ya que siempre están llenos de gente, y eso que hay cientos de  locales en todo Manhattan.","4"
"2012-12-31","The best place for breakfast","There are expensive and cheap ways to eat your breakfast in this place. I recommend hot chocolate and butter croissan.","4"
"2012-12-29","Entertaining Staff!","Never have I been to a Starbucks except for this one down in Lower Manhattan (between SoHo/Greenwich) where the barristas are entertainers.  They appear to love their job making corny jokes and lots of sincere smiles.  Excellent service; crowded with standing room only and a very long line for the bathroom","4"
"2012-12-28","Always there for you","While in New York for a trip in early Dec we were never far from a friendly welcome, good coffee and cake, plus free WiFi. A great service.","5"
"2012-12-26","If you are a tourist, Stabucks is your best friend in Manhattan.","Great coffee, better latte, superb servicem free wi-fi  and clean restrooms, you can't possibly ask for home.  I call Starbucks home in Manhattan.  What can I say, I am a coffee junkie,","5"
"2012-12-19","Weak coffee and poor staff","We have visit a number of Starbucks around NYC and found that the staff are generally unfriendly and sometimes rude. The coffee also seems to be a little on the weak side compared to the uk. I'm not sure if the same amount of shots of expresso in a latte is the same as the uk but I find myself ordering 2 extra shots!
Starbucks need to up there game as they are standards are slipping.","2"
"2012-12-17","Love the ambience","I simply love the ambience and their coffee.. best place to be with family n friends.. A must visit!!!","5"
"2012-12-16","Ottime colazioni!!!!","Grande catena...presente dappertutto!!!! Ottimi i ciambelloni affettati, buoni i cappuccini...colazione molto buona anche se, almeno a New York, i prezzi sono altini!!!!!","4"
"2012-12-15","Simbolo delle Grande Mela.","Anche se questi simpatici bar sono distribuiti dovunque, per noi Starbucks E' il SIMBOLO della Grande Mela.
 Quando siamo stati a NY, l'ultima volta in dicembre 2012, era il nostro luogo prescelto per la prima colazione. O per un caffè del dopo pranzo.
I suoi MUFFINS sono decisamente impareggiabili, e per noi inimitabili!Soprattutto quelli alle mele e cannella.
Il caffè è lungo esageramente, ma bisogna pur adattarsi alle usanze altrui , no? E tutto il resto è piacevole. 

E' molto simpatico andarci la notte, quando il cambio di fuso non fa dormire, e si bighellona per la città; uscire con un bicchierone fumante di caffè fra le mani, ed incontrare i poliziotti della NYPD che escono da Starbucks con sacchetto di muffins e bicchierone di caffè: è come calarsi in un telefilm americano!
Decisamente un posticino da provare: non si può tornare in Italia senza averlo visitato.","4"
"2012-12-11","they seem to be loosing it","did a couple of these one  on third  rather a dull place  with little customer contact apart from the ordering,  cakes looked as those were shrinking in size  and really the coffee isnt all that good for the price, Mc Donalds coffee is far better and cheaper","3"
"2012-12-05","NULLA DI ECCEZIONALE, PREZZI MODICI, WI-FI...","Ogni giorno io e il ragazzo facevamo colazione qui, i prezzi sono abbordabili a differenza di molti altri bar... ed era comodo potere usufruire della wi-fi libera in vista della giornata ""turistica"". Di solito prendevo un the' caldo e briosche (nulla di eccezionale ma sufficientemente buoni), mentre il cappuccino del mio ragazzo non buono. L'atmosfera è però molto tranquilla e rilassante. Anche se frequentatissimo un posto a sedere lo si riesce a trovare. Gentile anche il personale.","3"
"2012-12-03","Angenehmer Treffpunkt","Wir gehen auch sehr gerne zu Starbucks. In den meisten Filialen ist es angenehm sauber und einen Sitzplatz findet man auch. Besonders herausheben möchte ich das kostenlose WIFI und die sehr sauberen Toiletten. Es ist auch im Winter sehr angenehm überall einen Anlaufpunkt mit heißen getränken zu haben, dementsprechent im Sommer den Sagenhaften "" ICE COFFEE "" der ist eine wucht. Wir haben auch noch nie unfreundliche Bedienung erlebt !!!!! Schade das Starbucks in Deutschland viel zu teuer ist !!!!!","4"
"2012-12-02","Starbucks grand classique","On est jamais déçu pour le petit déjeuner ou collation dans la journée c est très bien wifi gratuite en plus que demander de plus !!! Lemon cake une tuerie ...","5"
"2012-11-29","Eté comme hiver...","A New York vous trouverez un Starbucks tous les 500 mètres.
Un café frappé ou un hot latte ? Tous les types de cafés sont là, de l'expresso à l'americano, du latte au moccha...
Vous y trouverez aussi de quoi grignoter. Des cookies, des viennoiseries et mon must: des minis apple pies !

Pour mémoire, le prix de 2 tall lattes = 8 dollars et la mini apple pie 1,50 dollars.

Point négatif: Vous y ferez à coup sure la queue...
Point positif: WI-FI gratuit dans chaque enseigne","5"
"2012-11-29","Crowded but authentic","What can I write here, it's as Starbucksy as it gets. A safe bet. More seating would be nice, but not much that can be done about it I guess.","4"
"2012-11-26","awesome","hot chocalate is the best and if tim hortons isnt around coffee will do as well but hot chocalate is simply the best.","5"
"2012-11-23","Bom","No geral, é uma cafeteria bem simples, acredito que a melhor experiência deva ser o no times square, na esquina da broadway e a 47 st. Internet gratuita e comida gostosa. Como não queria gastar muito, sempre pedia um bagel com cream chesse e um capuccino médio, dando 6 dólares. ","4"
"2012-11-23","Super busy Times Square Starbucks","This is a big and very busy Starbucks. There are several service areas but still queues at each when we visited.
Good lively atmosphere and they where playing some great Christmas music which made for a festive feel.
Friendly service and the Christmas peppermint mocha is yummy.
The main downer is the lack of seating, the seating area is tiny for the volume of customers.","4"
"2012-11-20","Café da manhã!","Ótimo local para o café da manhã, na primeira e na segunda vez que estive em NY sempre tomava café da manhã no Starbucks da times square.
Atmosfera legal... bem agitado... Perto do metrô.
Ótimo lugar para iniciar o dia com força total","4"
"2012-11-13","La catena piu famosa al mondo","Si tratta della catena piu famosa al mondo per quanto riguarda caffe e prodotti simili.E' un vero must in america, se ne trova uno praticamente ogni 500mt e si trovano nelle zone piu turistiche. si possono sorseggiare dai tipici caffe americani alle torte e ai famosissimi frappé di ogni tipo. negli starbucks inoltre ci si puo connettere gratuitamente con il wifi..l'icona verde diventerá un punto di riferimento..","5"
"2012-11-13","5 stars!","Starbucks are always great and like Seattle, there is no shortage of locations in Manhattan and Times Square.

Be prepared for a different (not bad, just different) level of service than what you get in other cities like Seattle.","5"
"2012-11-11","rápido para ir por la calle","Servicio eficaz, rápido y cómodo para desayunar por la calle. Además muy preparados para no quemarte con el vaso. Lo único que el café hay que pedirlo expresso, si no te ponen un gran vaso de líquido que sabe a café con agua","4"
"2012-10-31","Koffie?","Amerikanen lopen er helemaal mee weg maar als iets een teleurstelling was.....dan was het dit wel!
Heel subjectief, ik weet het maar geef mij maar Douwe Egberts of Lavazza.","2"
"2012-10-30","Café e sobremesas","Se você curte um bom café seguido de um bolo doce perfeito, experimente o Mallorca, super leve e vai bem com qualquer café ou chocolate quente. E Starbucks tem um em cada esquina em NY!","4"
"2012-10-26","Wi-fi e corrente gratis  e colazione","Cosa dire di questa catena di caffè, che da Seattle ha invaso gli States,che non è stato ancora detto.
Per mia esperienza posso dire che da Italiano è il luogo dove si riesce a fare colazione seduti a sorseggiare un cappuccino e dolcezze varie mentre si naviga gratis su internet oppure mentre si legge un giornale. Sempre pieni e caotici soprattutto quelli di New York vicino o all'interno di attrazioni turistiche.","5"
"2012-10-13","Um dos melhores locais para quem aprecia um bom café","Tudo é muito bom: variedade, quantidade de lojas, clientes. Basta ter paciência, porque tem muita gente, à toda hora","4"
"2012-10-13","I hate Starbucks","Food and  coffee are too pricey. A good cup of joe should not be more than a $1.15. I would rather buy from Brooklyn Bagel or Dunkin Donuts","2"
"2012-10-12","caffetteria icona di NY","starbucks coffee è la catena di caffetterie icona di NY, ora esportata in tutto il mondo, passeggiando per la grande mela appena si scorge la riconoscibile insegna tonda e verde si sente un languore, la voglia di un mega tazzone di caffè, cappuccino, frappuccino ... comunque un beverone bollente, che poi ogni cliente corregge in un apposito tavolo, con latte caldo freddo, zucchero aromatizzato ecc .. inoltre si possono degustare deliziosi dolci, io adoro la lemon cake con la glassa bianca, il pumpkin bread che è uno spesso plumcake a fettine a base di zucca e cannella, e poi i bagels con crema di formaggio, la marmellata o in purezza con i soli semi di papavero. Se andate a Ny una colazione da starbucks è d'obbligo, all interno reti wi fi gratis e i bagni sono considerati i bagni pubblici della città di NY.","5"
"2012-10-12","Für einen kurzen Kaffeehalt OK","Man gibt sich keine Mühe, wenn ein Ausländer kommt, der die englische Sprache zwar gut meistert aber eben gewisse Ausdrücke nicht kennt. ","2"
"2012-10-09","smell the coffee","did,nt go in one of these but seen a poster saying outlet closed sorry due to refurbishment please use another two door,s down.","5"
"2012-10-05","Nasty cashier, good barrista","The cashier was nasty when I asked for a receipt (little woman, big attitude). The barrista did a good job though. ","3"
"2012-10-04","fab","Great service in every one we used. Great that there is free wifi with fast and easy connection, there is a starbucks literally on every corner","5"
"2012-09-27","Mediocre coffee at high prices","Their coffee tastes like the beans were burnt.  It takes a lot of cream and sugar to drink this stuff.","2"
"2012-09-27","como siempre","mejor cafe de new york, están en todas las cuadras, no es difícil encontrarlo.gran variedad de productos","5"
"2012-09-25","Coffee Strength","Coffee wasn't strong enough even with a triple shot... panini and service was good. Rest rooms were clean ","3"
"2012-09-23","que delicia","quiero un hot panini jajajajajaja, que cosa tan buena, ademas de su cafe con especies que estaba por la temporada, su capucchino con crema batida, sus envases etc, excelente wifi gratis","5"
"2012-09-18","Typical starbucks, great coffee and very good service.","There are starbucks on everyother corner, and they are very busy?  They handle a large nimber of people very quickly","5"
"2012-09-17","W il Caramel Macchiato","Ogni volta che mi reco all'estero la mia colazione dev'essere fatta qui!
Rigorosamente conn Caramel Macchiato di media grandezza (caffè latte e caramello) e Muffin ai mirtilli blu.... Il tutto per circa 7 dollari a testa quindi un po costoso ma ne vale la pena!
Che goduria....","4"
"2012-09-14","caffè veloce e .... buonissimo!!","caffè e colazione veloce ...anche se la coda alla cassa sembra lunghissima....ma non è così...sono velocissimi......e poi se vuoi passi il tempo nel locale collegato ad internet.... godendoti in tranquillità la colazione..............","5"
"2012-09-12","Can't beat it, especially in NYC.","Good taste, good selection, and good value.  They are EVERYWHERE. Little coffee joints are nice too, but Starbucks is hard to beat.","4"
"2012-09-09","Simply the best espresso","Always the same, clean environment and simply the best espresso. I visited different Starbucks every day","4"
"2012-09-07","Buenos Cafes lates","Muy bueno para desayunar, los cafes lates geniales, los mejores. Se agradece poder tomarte un buen cafe con leche en New York. Ideal.","4"
"2012-09-06","Tons of Bucks at Starbucks","I've spent so much time and money at Starbucks, they should name a wing after me.  I love their consistency and the fresh quality coffee they turn out cup after cup.  I also buy their coffee by the pound and brew it at home.  Before Starbucks was founded, I used to purchase my beans from a small roaster in the east village.  The greatest compliment I can give is that Starbucks seems to turn out the same quality despite the huge quantity of beans they roast.","5"
"2012-09-06","""No podes pasar sin entrar""","Es representativo y para viajeros fatigados nada mejor que un descanso ,disfrutando un cafè o una soda.
Hay edificios muy importantes y otros no .
No podemos pasar sin entrar.","4"
"2012-08-29","Nothing to dislike!","I'm suprised this Starbucks only got 3 1/2 stars! I've always loved it, no matter where it is, it's genius! Great choices, smoothies, coffee of course, and delicious snacks, this is probably my fav coffee shop!","5"
"2012-08-24","Not your place for a calm cuppa!","The Starbucks on Times Square was the most inconvenient one that I have been to in anywhere in the world. While I understand that the absence of tables there in to keep the crowd moving, it still doesn't explain the staffs attitude. The cashier was lovely but the staff making the coffee and serving it were downright rude. You definitely don't want to start your day with a grumpy man serving you coffee!!! 
The coffee and bagels though are delish. If only I and the other customers didn't have to put up with rubbish staff behavior! 
Starbucks in the US is delish.. just not the staff. Painful experience of waiting and rudeness! 
","2"
"2012-08-21","Great for a break","I'm not a big coffee drinker but I do like the lemon pound cake. And, it's a great purchase to make in NYC so you can make a pit stop.","4"
"2012-08-20","Starbucks is always great","Starbucks is always a welcome sign when you are visiting other cities. You can count on recieving exactly what you order and expect from your hometown Starbucks each time. A NYC Starbucks coffee mug makes a nice gift or someone back home or for your self as a reminder of your trip to the big apple.","5"
"2012-08-17","El mejor barcito!","Estan en todos lados, son lindos. Ricos y muy accesible.
Hay algunos que solo tienen barra y no mesa para sentarse. Son lo ideal, si uno quiere desayunar o merendar al paso. Rapido, rico y barato!","5"
"2012-08-14","à chaque rue","On trouve un Starbucks dans chaque rue de New York, même prix que chez nous mais bien moins cher qu'un petit dej dans un hôtel ! Bon café mais la nourriture bof, viennoisere très sucrée. Dans la journée, avec la chaleure un café froid fait aussi du bien !","4"
"2012-08-14","Des endroits sinistrés","Endroits sombres laids sales chers c est horrible comment peux t on  concevoir des endroits pareils !!!!!!!","5"
"2012-07-30","The Starbucks at Grand Central should be closed","Watery/icy Vanilla bean Fraps to start.  Might as well have just gotten crushed ice.

The service from the staff is awful.   I've tried to use this location several times and each time another disaster arises.  I have literally been ignored while waiting at the cashier to place my order when they turn to another customer who just strolled up to my left and asked them what they wanted!

And this final visit was:  I and another customer both ordered VBF, mine with whipped cream and hers without.  They called out both orders (with our names) and made them at the same time.  Did they ask us which one was which?  No, just slide them across the counter at the same time and the other customer took mine!  When I said something about giving my order to someone else, the only reply was:  Do you want whipped cream too?  

That was it, never again.","1"
"2012-07-27","para desayunar ideal","por donde uno camine en new york siempre al en starbucks era nuestro lugar para el desayon mañanero .","3"
"2012-07-25","good cup of coffee","when i was in town i went here everyday. it gets kind of busy but they make a very good cup of coffee and i also like the frappucino. the people that work there are friendly. i like this place alot for my coffee fix","4"
"2012-07-24","Vous en trouvez partout !","Il y a des Starbucks dans toutes les rues de NYC. Les prix et les produis proposés sont équivalents à ceux des autres pays du monde. Un point très positif est le free wifi offert.","4"
"2012-07-23","My favorite coffee shop","New York Starbucks were busy, but, well-organized to move the lines along.  I visited one near 50th and Park and another one down by Battery Park.  Both experiences were as good as I always expect from Starbucks.","5"
"2012-07-20","excelente","siempre las mejores variedades de cafe y buena atención","5"
"2012-07-19","Starbucks Madison ave","Staff were outright rude & stressed out, I couldn't wait to get out of there. Given the option I'll not go to Starbucks again! My coffee order was messed up 3 times ! Before they got it right, & it was a very simple order. When I eventually did get my coffee it was boiling hot, over extracted with a terrible bitter after taste. I feel ripped off ! Also had a strawberry scone & it tasted 3 days old!","1"
"2012-07-18","Starbucks on 3rd Ave between East 44 and East 43","Terrible service, staff didn't know their products, 5 of them chatting in a huddle when tables were dirty and uncleared. Getting served was a trial. Paying was a trial. Getting out couldn't happen quick enough. One young guy knew what he was doing the other 4 members of staff needed a written warning on the spot.","1"
"2012-07-15","Coffee and wi-fi","Free wi-fi and all variety of great coffees.  Plus, they are located all over the place, so you can always quickly find one.","5"
"2012-07-13","Free wifi, lots of locations, varied service","I was in New York for 6 days. The weather was HOT during my visit and so I required iced beverages a couple times a day. I also needed wifi as being from Canada I did not want to pay for a data plan while across the border. The wifi worked consistenly well. 

I had a venti shaken iced tea lemonade at each stop and only once did I have a coffee. The recipe changed at a couple locations but generally the quality was pretty good.
I visited at least 5 locations...maybe more by the end of the week. The service was great in one, very poor in one location and okay in the other lcoations. Expect a line up all day long at almost every location.","3"
"2012-07-12","Il luogo dove rifugiarsi e connettersi con il mondo","Non e' che starbucks sia qualcosa di così speciale,ma nelle estati calde ,puoi trovarvi all'interno refrigerio,un buon caffè,e una connessione internet perfetta.....per cui...direi che anche se lle paste sono piene di cannella e il luogo e' piuttosto asettico e impersonale,un 3 stelle piene se le merita altamente.","3"
"2012-07-09","you get what you are going for","Thats the place in whole US where you get good standard service and and beverages wherever you are. Also helps free WIFI for travellers. ","5"
"2012-07-08","A little piece of heaven","Love that there is a Starbucks at almost every corner-  It gives you piece of mind if you need to use their facilities to know that they are always clean, and also to have the option so readily available if you need a cool drink!","5"
"2012-07-04","Very downbeat staff - no smiles or eye contact - disappointing","We visited a few Starbucks on our 6-day trip to NYC and with the only exception being in the Sony Plaza all Starbucks were dirty and the staff were not friendly at all. They seemed very hacked off. Everything seemed too much trouble to them. What has happened to NYC? This experience was very similar throughout the city in various places - I thought that NYC needed tourist income? I won't be back in a hurry. So much for american customer service - it makes Edinburgh seem friendly (and that's saying something!!)","2"
"2012-06-27","Cafe para todos los gustos!","Que bien se puede encontrar un agradable Starbuks para descansar de las grandes caminatas los deliciosos de sus mockachinos y granizados....","5"
"2012-06-22","Free wifi","Try the Frappe Mochacino with the free wifi. Best to beat the heat","5"
"2012-06-13","Siempre bueno!","Estar en USA y tomar café en Starbucks siempre es bueno. A donde se quiera ir encontrará un café delicioso y buena repostería. Precios son un poco altos para un café pero siempre se sale contento.","4"
"2012-06-12","un must degli USA!!","Una classica colazione italiana rivista e reinterpretata dagli americani in modo americano: gonfiando di grassi e facendo dosi da  ingordi!
Non si può evitare un ""frappuccino"" fresco con panna e cioccolato o dei dolci veramente da golosi.
La colazione o una pausa da Starbuks sono obligatorie, in più c'è wifi libero!!","4"
"2012-06-09","Excelente!!","Nosotros íbamos al Starbucks de 48st y ave Broadway, frente al hotel. Es muy bueno, con gran variedad de dulces y cosas saladas 
y muy buen servicio. Nos gusto mucho!!
","5"
"2012-06-05","una garanzia!","Certo non si può pretendere chissà cosa ma c'è la garanzia di poter fare una buona colazione a prezzi decenti e soprattutto con la Wi-fi gratuita (che essendo all'estero non guasta mai!).","5"
"2012-06-05","Siempre hay un Starbucks donde lo necesitas","Es una franquicia que te acompaña a todas partes en USA, un buen lugar para relajarse un momento de un ajetreado viaje","4"
"2012-06-03","Not Impressed at All","We visited two different branches of Starbucks when in New York, not impressed, coffee not good also food was not any better. Very dull looking needs to inject a bit money re doing up the premises.","1"
"2012-06-01","Che belle colazioni","Dolci buonissimi, caffè e cappuccini buonissimi, internet gratis per non parlare del frappuccino io adoro quello al caramello, nel nostro soggiorno a New York abbiamo alternato Starbucks e Cafè Bene per la colazione, devo dire che tra loro è stata una bella guerra a chi soddisfava maggiormente le nostre aspettative. Il browni double chocolate è mitico non si può assolutamente perdere se avete la fortuna di entrare in uno di questi locali, credo che a New York ci sono più Strarbucks che americani doc!","5"
"2012-05-26","Starbuck, Starbucks everywhere and many drops to dink","If you are a Starbucks addict, you will have little trouble locating a shop. They are on almost evry block, or so it seems. They are usually very busy and you have to wait in line, for coffee or to use their one restroom","5"
"2012-05-25","Starbucks","What is there to say about starbucks that hasn't already been said. The coffee is served the way you want it with a smile. The banoffee pie is a must have.","3"
"2012-05-12","Fast an jeder Ecke zu finden","Günstigen Kaffe, saubere Tische, nette Bedienung, kostenloses WIFI, saubere Toiletten..... 
Bei Starbucks trifft man sich - und es ist in jedem Starbucks nett. Da in NY das rauchen mittlerweile fast überall verboten ist - ist es sehr angenehm dort. Sollte man mit dem Kaffee oder das Gebäck nicht glücklich sein - nachfragen und man bekommt etwas anderes.
Ich kann zudem die Starbuckskarte empfehlen - Geld aufladen und die lästige Cent-Sucherei fällt aus.... ","5"
"2012-05-11","Was It An Office Or A Cafe!!??","Went to the Starbuck's near Grand Central on 46th Street and I'm sorry I did. I went there expecting it to be a Cafe but instead to my astonishment,  it resembled an office for businessmen and financiers. I soon discovered it was impossible to get a seat as these businessmen would stay there for hours working away on their laptops/tablets/Iphones doing business. This invariably meant that the queue was continuously long and a seat was a prized piece of real estate. This presented a great problem for innocent people like me who went there for coffee/food. Its time Starbucks made up their mind what is their raison d'etre. Do they want to be an office for the financiers / business people of do they want to sell food/ coffee to people from all walks of life in New York. When I finally got served and got a seat, I enjoyed a Caramel Latte and a Muffin.
Tips: Look for a Starbucks that doesn't have Wifi.","2"
"2012-05-10","lush!","fantastic! love starbucks! lovely choice of coffess n cakes!","5"
"2012-04-27","perchè in italia ancora no......","é uno spettacolo poter entrare in bar così organizzato e strutturato. WI-FI gratuito su tutti quelli presenti a New York ampia scelta, sopratutto la mattina sulle brioches cappuccini, caffè e cioccolate da favola con la possibilità di sedersi, rilassarsi un pò e navigare con il proprio tablet scaricare su facebook le foto appena fatte con l'iphone e leggere le proprie mail. cioccolato e caffè meritano veramente.","5"
"2012-04-25","what the ???","Coffee took forever, and my order was not correct. To top it all off they were out of half and half and it took 5min to get that. not happy, but the coffee was good the second time around.","2"
