"publishedDate","title","text","rating"
"2019-03-18","The Pinnacle of Coffee shops","WOW!!  I was blown away by the size, design, layout, options, menu, customer service, etc. Definitely an experience!! My family and I enjoyed leisurely relaxing while enjoying our beverages and pastries—both surpassing expectations. My one negative comment, with all the great merchandise and clothing options they don’t sell XXL T-shirts. The merchandise manager’s explanation that “the company Starbucks partners with to make the clothing doesn’t do XXL” seems like a poor excuse for a practice that discriminates against a segment of their customer base.","4"
"2019-03-13","Ambiente maravilhoso! ","Recomendo muito a visita, o ambiente é super sofisticado, aconchegante, vários lugares pra sentar, muitas opções de comidas, bebidas e possui um bar com drinks com café, tudo muito lindo! ","5"
"2019-03-13","Uma verdadeira imersão 4D sobre o mundo do café","Uma fantastica experiência. Do plantio ao consumo. Um local que une o glamour de Nova York, a preocupacão com o cliente da Disney e o café. Não deixe de visitar o Starbucks reserve.","5"
"2019-03-10","Really cool place ","Had never heard of the reserve roasteries before but stumbled on this after this high line. Tried something from the menu of different coffee drinks - hazelnut milk latte - so good! Really friendly and helpful staff too. Definitely try it if in the area.","4"
"2019-03-08","A verdadeira Starbucks boutique","Se você gosta de Starbucks, vai adorar esse lugar. Fica na frente do Chelsea Market e o local é bem grande. Tem uma cafeteria com comidinhas, café em grãos de origens seletas, vários produtos exclusivos como xícaras, camisetas e outras coisas. A decoração é de altíssimo bom gosto.

Fizemos um vídeo dessa nossa visita no nosso canal do Youtube LATITUDE INFINITA. E de outros locais em Nova York também.","4"
"2019-03-01","Imperdível ","Uma vez que vc esteja na região revitalizada do meatpacking District, você não pode deixar de ir nessa loja. Só existem 5 no mundo. Há vários ambientes onde vc pode tomar café, lanchar e ver a fabricação de café. É uma experiência diferente e imperdível!","5"
"2019-02-25","Great Experience!","Definitely must visit if you are a Starbucks lover! There were a lot merchandise for you to shop and you can chill down at there with your choice of coffee or chill drink from the bar. Highly recommended!","5"
"2019-02-24","Te gusta Starbucks?? Tienes que ver éste!!","Si estás en NYC y eres fan de Starbucks, tienes que visitar éste sin duda alguna!! Entras en el paraíso del café🙌. Su decoración colonial, los colores negro y bronce de las cafeteras, las maravillosas tazas color negro, los diferentes ambientes de bar, panadería, cafetería, el maravilloso y amplio desarrollo de producto de merchandising que han hecho...y ver el proceso desde que se selecciona el grano de café, ver cómo se tuesta, disfrutar del olor del café en todo el proceso... una experiencia única!!! Eso sí...si te tomas un expreso prepara 5$...o si prefieres un grande latte, prepara 8$!! Es caro, pero ya que estás allí hay que completar la experiencia😉! Espectacular el lugar y ver Starbucks a otro nivel👏👏","5"
"2019-02-23","Totally amazing ","We stumbled across this place and were so glad we did. It is a total transformation of the traditional Starbucks . So much so it does not feel like Starbucks. Yes you can have a coffee and pastry as usual but even the seating area is different. It has a really relaxed vibe as well as a huge shop where you can purchase the natal mug, but so so much more. If you need bar ware, or a $5,000 ornament this is the place for you. Brilliant. ","5"
"2019-02-20","Maravilhosa","Enorme, lindíssima, funcionários super atenciosos, comidas maravilhosas e deliciosas.
Cafés de várias partes do mundo, inclusive do Brasil.
Vários itens para café a venda, como bules, xícaras, suportes...
Imperdível!!!","5"
"2019-02-19","Very cool","Walking by this on a cold morning this weekend we saw seats and a fireplace so we went inside. So Much Stuff! Coffee 73 ways, a huge bakery. Sandwiches. Gifts. A full bar so you can get your Irish Coffee.

Nicely appointed and nice and warm.","4"
"2019-02-18","Loja moderna e gigante, bem diferente do Starbucks comum","Como eu visitei antes o Chelsea Market que fica na quadra ao lado não consegui comer ou beber nada nessa nova e diferenciada loja Starbucks. Um belíssimo local com 3 ambientes distintos. ","5"
"2019-02-16","Starbucks Reserve Roastery","Starbucks Reserve Roastery é o conceito premium das lojas Starbucks.
Esta fica localizada em Nova Iorque.
Espaço amplo, muito bem decorado, com diversos ambientes, que incluem loja, café, bar, “fábrica de café”.
Wi-Fi disponível no local.","5"
"2019-02-12","スタバのテーマパーク","内装はミラノ店そっくりです。
場所もチェルシーマーケットのすぐ隣でした。
焙煎したコーヒー豆がパイプを通ってる様子が面白かったです。

置いてある惣菜はprinciのものなので美味しいです。","4"
"2019-02-12","AMAZING!!!! A must-do while in the area!","I’m a huge Starbucks fan, so when the Roastery finally opened, I had to go.  The place is physically breathtaking.  The attention to detail when designing the space is impressive! That aside, there’s something for everyone here. Food, Full service bar with brilliant craft cocktails (some with coffee), and of course coffee made a million different ways.  Yes you’ll pay a little more for a latte, but what would you expect?! It’s not your basic Starbucks. This place is an experience and in NYC - you get what you pay for. ...don’t like paying $6 for a latte??,  then go to a coffee shop.  This is not that. I now bring all of my clients here because its a lovely time and I don’t care that I can’t use my rewards because that’s just silly. The place with dazzle the eyes, belly, and palate.","5"
"2019-02-09","Terrible experience","I visited this cafe on my last trip to New York - huge mistake. Although it is obvious that a good amount of money has been spent to set up the place, is seems like they haven’t spent much time and money for staff training. 

When I went to the counter to make an order, there was no menu on the wall so I had to ask one of the staffs how to order. He gave me a menu without any explanation, and while I was standing there to study the menu for a while, he didn’t offer any help. I finally ordered a cup of coffee and was told to go to the other side to pick up. So I waited for like 10 minutes. At first I thought there must have been a lot of orders before me but then I noticed some people came after me got their order. I asked one of the staffs behind the bar, and she was looking at the order papers and told me my coffee will be ready soon. So I waited another 5 minutes - still no coffee. I asked again, this time one of the baristas, and he seemed to check something and went back to the machine, without saying anythhing to me. I wasn’t sure what was going on so went to him and asked, then he said “I’m making your coffee now.”, without a hint of apology. So I asked what happened to my ordered and he said, very casually, “someone must’ve taken it”. I couldn’t believe how unprofessional and even rude he was, at the place which is supposed to be all about amazing coffee experience, as Starbucks promotes. I complained to another staff and she called the manager, who took care of it with a professional manner. But still, I had to waste my time and energy during my trip for such unpleasant matter, which was totally unnecessary.

I don’t think I would ever go back to this location, or any other Starbucks reserve cafe. Also I don’t recommend visiting here to anyone, especially travellers, as I don’t want anyone else to have such unpleasant memory during their trip to New York. Plus it’s extremely overpriced - small cup of coffee for $5-6, and it’s not worth the price (mine was served in a cold cup which dropped the temperature too much- yes, they don’t care about the details). New York has a lot of other great coffee shops which offer better cups at lower price, with a better service. So please, stay away from this cafe.","1"
"2019-02-07","Crowded overpriced Disneycoffeeland, with $5.99 lattes","Great place to walk in and walk around and then leave. The food looks great, the coffee selection seems exciting, and then you realize everything costs a fortune just as at Disneyland. Maybe your best bet is to head to the upstairs bar since the alochol won't cost much more than the ridiculously overpriced $5.99 latte did. Oh but the beans are so special, you might say. Well I've been to coffee estates in Colombia and Rwanda and honestly no latte anywhere is worth $5.99. But if you consider the payment to be for temporarily renting the space then it's money well spent. Service was nice if a bit chaotic and very hectic. ","3"
"2019-02-05","Incrível ","Cafeteria conceito gigante da Starbucks. Tem vários ambientes, padaria, confeitaria, drinks e muitos tipos de cafés. Ali tem torrefação e moagem dos grãos e uma pessoa fica explicando como funciona. Muito bacana, dá para passar horas ali.","5"
"2019-01-30","Great Starbucks Experience","Definitely not your typical Starbucks. The Roastery is the main attraction, not to be missed. Aside from the usual coffee's, The Stabucks Reserve offers wonderful mastery by the mixologists. A must is their Affogato, 2 shots of espresso over locally made ice cream.","5"
"2019-01-28","Fun touristy experience, greatvstaff","We accidentally wound up in front of Starbucks reserve and decided to stop in. We had heard about the larger one opening in Milan last trip to Italy but did not get there so wanted to try it here.
The staff are exceptional, friendly, informative. We had drinks at the bar that were perfect. Snacked on a sausage , broccoli rabe focaccia pizza, bought some fabulous extra dark coffee to bring home and even bought the cocktail glasses to enjoy at home. 
I did not understand before how starbucks could be successful in Italy where you get the best coffee, but the Reserve is an experience and a lot of fun, watching them roast the reserve beans and sipping perfectly crafted cocktails.  It is coffee’s version of Eataly.","5"
"2019-01-27","ミートパッキングディストリクトのスタバ","ミートパッキングディストリクトに最近オープンしたスターバックス・リザーブ・ロースタリーです。アップルストアの隣にあって目立ちます。ギフトショップや二階にはバーもあって色々と楽しめました。","4"
"2019-01-23","Overall, fantastic but comes with a huge downfall!","First off, the ambiance and atmosphere is fantastic! Very vibrant..It doesn't even feel like a Starbucks! The service is friendly and knowledgable. Starbucks did a great job with this location. They are actively roasting coffee on site and lots of bustling activity is going on. They have a great assortment of food and pastries on a higher scale than your average Starbucks. My Vietman clover brewed coffee was delicious and well-prepared.
So why only 2 stars? You can't redeem Starbucks rewards. I was shocked. That's outrageous since we earned those rewards and it is a Starbucks corporate store. Also, I can redeem rewards at any other Starbucks reserve location for a clover brewed coffee. I think it's a disservice to good customers that you can't redeem rewards at this store all because it's a bit fancier than your average Starbucks. I doubt I will return unless Starbucks changes their policy and allows dedicated good customers use their rewards.","2"
"2019-01-23","Not your daily coffee. For the experience yes but not again.","I strongly recommend to visit the place if your nearby for the experience. It was expensive check the menu if you want to eat there ahead of time. I suggest to eat at Chelsea Market next door plenty of food halls and different choices of food then you can have coffee Starbucks reserve $$$ even some alcoholic drinks infused with coffee???$","2"
"2019-01-17","Starbucks own Willy Wonka coffee factiry","Impressive from the first encounter with big wooden doors that prepare you for a momentous legendary coffee experience. Includes a complete massive roasting system with beans pulled through transparent pipes into and out of the toaster.  Several different levels of food service from table service, to full backers and pizzeria, to upstairs coffee and alcohol bar.  Starbucks specialty shop items and also a whole section for coffee bean purchases.  We had to try the large cold press “Nitro Brew” - looked like a stout dark beer and provided a very smooth and enjoyable drink.  Sampled bakery products with the coffee (and a red wine) in comfortable casual table settings next to the upstairs bar, with a nice view of the roasting operation.","5"
"2019-01-15","Loved this place","Starbucks reserve roastery has a brilliant atmosphere. The smell of the roasting coffee beans is lovely as is the tasting menu. We really enjoyed this place, friendly staff and of course great coffee","5"
"2019-01-15","Unique Experience for Coffe Enthusiasts","I was taken a back upon entry into this Starbucks Reserve Roastery. It tripled as a cafe, bar and roasting plant.  What pleased me most was how friendly the entire staff was. Unfortunately no Venti size served here.","5"
"2019-01-15","Huge Starbucks Fan!","So there are a few other locations in New York but this is the largest Starbucks Reserve Roastery in NYC. I’m a huge fan of Starbucks, I have the app and everything. The cocktails at the bar range in price and take some time to create but the wait is worth it and the drinks are worth it. Not into alcohol? You can get spirit free drinks with you friends after work as well! There’s a huge coffee bean pit where someone who is knowledgeable in coffee beans is there to answer your questions. My favorite spot is by the fireplace because it’s super cozy, I would recommend coming to visit especially if you’re in the area. They have fresh foods and a much high end coffee and tea selections. New York was a great location for this reserve. Lastly, they do have bathrooms that are located downstairs and they are unisex fully available and does not require a code to get in! 
@guidebyshe","5"
"2019-01-15","It´s worth the visit but not the coffee","It is gorgeous and worth visiting. Be mindful that is crowded and finding a seat is a challenge (at least when I went). Latte was disappointing, I could not taste the cardammon that was supposed to be there.","3"
"2019-01-13","Coffee experience","First and foremost this is not your average Starbucks. 

Don’t come in if you are planning to get your usual latte. 

Explore what this Starbucks is all about. 

We had the experience with the Chemex brewing method with there original coffee been, with a chocolate tarts. 

View it as a coffee experience for your pallets, explore it and let yourself guide by there Roastery master. 

We were lucky that it was a slow Monday night and we had a chance to talk to the staff and get to know the concept and all. 

we chatted with Dennis, while enjoying our delicious coffee, great character","5"
"2019-01-11","Bellissimo posto ","Questo Starbucks è in effetti una torrefazione dove il noto brand fa anche cultura e tendenza. Si può seguire la sequenza della lavorazione del caffè da quando viene raccolto nei campi ( con video proiettati ) a quando viene trasportato nei sacchi che si possono vedere mentre scorrono sollevati da apposite catene mobile, fino a tutto il processo di lavorazione fino ad arrivare ai chicchi ancora caldi che l’addetto non mancherà di offrivi ancora caldi  sulle mani mentre venite rapiti dal sapore ineguagliabile della qualità arabica. Il caffè servito al bar è uno dei pochi che vale la pena di bere a NYC. A Milano da qualche mese è aperto il suo clone che riscuote altrettanto successo in un posto bellissimo ","5"
"2019-01-08","Cool for Starbucks Lovers","We came here by accident from the Chelsea Markets, we are Australian, so Starbucks isn't really the kind of coffee we drink. The store is impressive to look at, there are 3 floors, which is really more like 2.5. It is cool to see the roasting and there are plenty of choices for which coffee you would like. There is also food to buy. Apparently, a worker said it gets very busy between 11 and 3. We were there around 10 and it was pretty empty.","3"
"2019-01-06","Coffee lovers heaven ","We stumbled upon this mega-Starbucks next to Chelsea market.  Friendly service and multiple types of coffee roasting/brewing.   Great food choices and an enticing shop also ","5"
"2019-01-03","Utter madness!","Do not queue for this Starbucks - if you're in desperate need for a coffee, turn around and visit the smaller Starbucks on the corner of 15th and 9th.  It really isn't worth the wait.

We were staying in the area, so were able to visit early one morning before the queuing started.  Once the coffee was ordered (from the very miserable member of staff on the till, we then waited about 8-10 minutes for our coffees to be made.  There was plenty of seating available downstairs where we sat and proceed to have a distinctly average latte and mocha.  Admittedly, the Princi Bakery pastries were very tasty, but we had spent $28 dollars on this and it really wasn't worth it.  

There is a novelty factor and plenty of merchandise for Starbucks fans, but I wouldn't go back.","2"
"2018-12-30","A Starbucks lovers paradise","My husband and I stumbled onto the new Starbucks Roastery. It's 3 floors of coffee lovers paradise. The offer pizza, a full bar, flights of coffee. The pastries look amazing. There is of course, a lots of Starbucks swag to buy. I got a cold brew float. My husband got a the drinking hot chocolate. Both drinks were tasty. We went on a Saturday night and the place was packed. The prices are high than a regular Starbucks. Both drinks cost us $17 so be prepared. ","4"
"2018-12-27","Very nice place, subpar service ","The architecture, ambiance and decor is very nice but the service is subpar. There are four places at which you can order but you cannot buy the available items everywhere. As a result, if you want to have a capuchino with a piece of panettone, you have to wait two times at queue (while your drink goes cold). If you want a sandwich, you have to go to a separate counter, etc. 

Starbucks has been synonymous of excellent quality and convenience. This place feels more “sophisticated” but it is not a match in service to the “regular” Starbucks across the street ","2"
"2018-12-26","Great breakfast! Princi pastries and Starbucks Reserve coffee!","My second time to one of these and I just love it!
The pastries are really delicious and so is the coffee!!
You will thank me later ;)","5"
"2018-12-19","The Holy Grail of Coffee Shops","When I read that the Roastery opening would coincide with my trip to NYC I was extremely excited. Conveniently located in Chelsea, this place delivered more than it promised ! I got a drink at the bar, looking down on the roasting of tons of beans. Two large coffee bars and a bakery complete the options for food and drink. The retail area was filled with exclusive Starbucks Reserve roastery products that I happily bought! I am still happily content with my visit and can't wait to visit again!. ","5"
